"route_id","path","route_family","route_instance_id","template_id","baseline_frame_name","state_profile","viewport_profile","mode_profile","instance_evidence","semantic_quick_access","immersive_stream_representation","primary_next_actions","content_or_policy_gate","activation_status","browser_profile","time_limit_branch"
"ROUTE-SERVICE-DATA-ANALYTICS","/services/ai-data-automation/data-platforms-analytics","service","INST-ROUTE-SERVICE-DATA-ANALYTICS","TPL-SERVICE-DETAIL","HSD_UIR_B03_TPL_SERVICE_DETAIL_INST_ROUTE_SERVICE_DATA_ANALYTICS_STATE_REST_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-DETAIL","VP-PUBLIC","MP-PUBLIC","Route sheet with formal-title/context/scope/limits/evidence/source/action slots","Formal service decision unit","Data Platforms & Analytics room/panel","Related evidence; sources; Book","Scope evidence and owner held","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-WING-IMMERSIVE","/services/immersive-creative","service_wing","INST-ROUTE-WING-IMMERSIVE","TPL-SERVICE-WING","HSD_UIR_B03_TPL_SERVICE_WING_INST_ROUTE_WING_IMMERSIVE_STATE_REST_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-COLLECTION","VP-PUBLIC","MP-PUBLIC","Route sheet shows two-service wing and non-WebGL equivalence","Wing overview and two services","Sequenced Immersive & Creative threshold; closed/held/opening/open per accepted wayfinding map","Open contained service; Trust; Book","Wing narrative and owner held","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-SERVICE-SPATIAL","/services/immersive-creative/spatial-computing-immersive-platforms","service","INST-ROUTE-SERVICE-SPATIAL","TPL-SERVICE-DETAIL","HSD_UIR_B03_TPL_SERVICE_DETAIL_INST_ROUTE_SERVICE_SPATIAL_STATE_REST_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-DETAIL","VP-PUBLIC","MP-PUBLIC","Route sheet adds non-WebGL examples and performance/accessibility limits","Formal service decision unit and non-WebGL examples","Spatial Computing & Immersive Platforms room/panel","Demos; accessibility limits; sources; Book","Performance accessibility evidence and owner held","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-SERVICE-CREATIVE","/services/immersive-creative/creative-visual-design-services","service","INST-ROUTE-SERVICE-CREATIVE","TPL-SERVICE-DETAIL","HSD_UIR_B03_TPL_SERVICE_DETAIL_INST_ROUTE_SERVICE_CREATIVE_STATE_REST_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-DETAIL","VP-PUBLIC","MP-PUBLIC","Route sheet shows licensed-proof and asset-held behavior","Formal service decision unit","Creative & Visual Design Services room/panel","Demos; sources; Book","New content licensed proof and owner held","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-WING-CLOUD-TRUST","/services/cloud-reliability-trust","service_wing","INST-ROUTE-WING-CLOUD-TRUST","TPL-SERVICE-WING","HSD_UIR_B03_TPL_SERVICE_WING_INST_ROUTE_WING_CLOUD_TRUST_STATE_REST_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-COLLECTION","VP-PUBLIC","MP-PUBLIC","Route sheet shows final-release wing and assurance-language boundary","Wing overview and two services","Sequenced Cloud Reliability & Trust threshold; closed/held/opening/open per accepted wayfinding map","Open contained service; Trust; Book","Wing narrative and owner held","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-SERVICE-CLOUD-RELIABILITY","/services/cloud-reliability-trust/cloud-devops-platform-reliability","service","INST-ROUTE-SERVICE-CLOUD-RELIABILITY","TPL-SERVICE-DETAIL","HSD_UIR_B03_TPL_SERVICE_DETAIL_INST_ROUTE_SERVICE_CLOUD_RELIABILITY_STATE_REST_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-DETAIL","VP-PUBLIC","MP-PUBLIC","Route sheet preserves platform-neutral customer offer and target-vs-proof labels","Formal service decision unit","Cloud DevOps & Platform Reliability room/panel","Related evidence; Trust; Book","Platform-neutral scope evidence and owner held","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-SERVICE-SECURITY-TRUST","/services/cloud-reliability-trust/security-privacy-trust-engineering","service","INST-ROUTE-SERVICE-SECURITY-TRUST","TPL-SERVICE-DETAIL","HSD_UIR_B03_TPL_SERVICE_DETAIL_INST_ROUTE_SERVICE_SECURITY_TRUST_STATE_REST_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-DETAIL","VP-PUBLIC","MP-PUBLIC","Route sheet separates requirement/control/test/limitation and rejects assurance inflation","Formal service decision unit with precise assurance state","Security Privacy & Trust Engineering room/panel","Trust topics; sources; Book","Security review; no certification or compliance claim","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-INDUSTRIES","/industries","industry_collection","INST-ROUTE-INDUSTRIES","TPL-INDUSTRY-COLLECTION","HSD_UIR_B03_TPL_INDUSTRY_COLLECTION_INST_ROUTE_INDUSTRIES_STATE_REST_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-COLLECTION","VP-PUBLIC","MP-PUBLIC","Route sheet compares only Agriculture and Mining and records D-025 override of stale source status","Retained Agriculture/Mining comparison hub","Atrium industry directory","Agriculture; Mining; related services; Book","D-025 retains route; content approval held","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-INDUSTRY-AGRICULTURE","/industries/agriculture","industry","INST-ROUTE-INDUSTRY-AGRICULTURE","TPL-INDUSTRY-DETAIL","HSD_UIR_B03_TPL_INDUSTRY_DETAIL_INST_ROUTE_INDUSTRY_AGRICULTURE_STATE_REST_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-DETAIL","VP-PUBLIC","MP-PUBLIC","Route sheet tests reviewed context without pastoral rescue or delivery-history implication","Sector and service-intersection decision page","Agriculture context panel; never sector-history exhibit","Related services; evidence; expert; Book","Named reviewer and evidence; no implied client history","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-INDUSTRY-MINING","/industries/mining","industry","INST-ROUTE-INDUSTRY-MINING","TPL-INDUSTRY-DETAIL","HSD_UIR_B03_TPL_INDUSTRY_DETAIL_INST_ROUTE_INDUSTRY_MINING_STATE_REST_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-DETAIL","VP-PUBLIC","MP-PUBLIC","Route sheet tests reviewed context without extraction spectacle or delivery-history implication","Sector and service-intersection decision page","Mining context panel; never sector-history exhibit","Related services; evidence; expert; Book","Named reviewer and evidence; no implied client history","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-WORK","/work","verified_work_collection","INST-ROUTE-WORK","TPL-WORK-COLLECTION","HSD_UIR_B04_TPL_WORK_COLLECTION_INST_ROUTE_WORK_STATE_EMPTY_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-EVIDENCE-COLLECTION","VP-PUBLIC","MP-PUBLIC","Honest-empty reference is mandatory; populated variant uses only clearly marked non-public fixtures","Verified Work collection or approved honest empty state","Evidence gallery directory with verified-only labels","Open case; Services; Book","No verified cases; MA-003","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-WORK-DETAIL","/work/{verified-case-slug}","verified_work_detail","INST-ROUTE-WORK-DETAIL","TPL-WORK-DETAIL","HSD_UIR_B04_TPL_WORK_DETAIL_INST_ROUTE_WORK_DETAIL_STATE_HELD_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-EVIDENCE-DETAIL","VP-PUBLIC","MP-PUBLIC","Pattern-instance sheet only until a case is authorized; stress source/method/rights/limitation slots","Evidence-backed case narrative","Case evidence panel linked to canonical detail","Sources; related service/industry/expert; Book","Per-case rights evidence consent and approval","planned_pattern_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-DEMOS","/demos","demo_collection","INST-ROUTE-DEMOS","TPL-DEMO-COLLECTION","HSD_UIR_B04_TPL_DEMO_COLLECTION_INST_ROUTE_DEMOS_STATE_EMPTY_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-EVIDENCE-COLLECTION","VP-PUBLIC","MP-PUBLIC","Honest-empty reference and explicit Demo-vs-Work classification are mandatory","Clearly labeled Hengshi-owned Demos collection or approved empty state","Demo gallery directory distinct from Work","Open demo; Services; Book","No approved demos; MA-003","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-DEMO-DETAIL","/demos/{capability-demo-slug}","demo_detail","INST-ROUTE-DEMO-DETAIL","TPL-DEMO-DETAIL","HSD_UIR_B04_TPL_DEMO_DETAIL_INST_ROUTE_DEMO_DETAIL_STATE_HELD_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-EVIDENCE-DETAIL","VP-PUBLIC","MP-PUBLIC","Pattern-instance sheet stresses ownership/provenance/reproducibility/limits/security labels","Owned demo narrative with limits and reproducibility","Demo panel linked to canonical detail","Limitations; provenance; related services; Book","Ownership provenance security and approval","planned_pattern_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-INSIGHTS","/insights","insight_collection","INST-ROUTE-INSIGHTS","TPL-INSIGHT-COLLECTION","HSD_UIR_B04_TPL_INSIGHT_COLLECTION_INST_ROUTE_INSIGHTS_STATE_EMPTY_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-EVIDENCE-COLLECTION","VP-PUBLIC","MP-PUBLIC","Honest-empty plus six-cornerstone maximum-density planning fixture; no thin filler","Expert-reviewed insight collection or approved useful empty state","Library directory","Open insight; related services; Book","No thin or mass-generated substitute; MA-003","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-INSIGHT-DETAIL","/insights/{article-slug}","article","INST-ROUTE-INSIGHT-DETAIL","TPL-INSIGHT-DETAIL","HSD_UIR_B04_TPL_INSIGHT_DETAIL_INST_ROUTE_INSIGHT_DETAIL_STATE_HELD_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-EVIDENCE-DETAIL","VP-PUBLIC","MP-PUBLIC","Pattern-instance sheet stresses long reading/source/reviewer/media alternatives and print","Original expert-reviewed article","Library reading panel linking to full semantic article","Sources; reviewer; related expert/service/industry; Book","Named reviewer primary evidence and approval","planned_pattern_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-EXPERTS","/experts","expert_collection","INST-ROUTE-EXPERTS","TPL-EXPERT-COLLECTION","HSD_UIR_B04_TPL_EXPERT_COLLECTION_INST_ROUTE_EXPERTS_STATE_EMPTY_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-EVIDENCE-COLLECTION","VP-PUBLIC","MP-PUBLIC","Honest-empty reference mandatory; no invented profile/portrait/credential","Verified expert collection or approved honest empty state","Expert directory","Open profile; related service/insight; Book","No verified profiles; MA-003","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-EXPERT-DETAIL","/experts/{verified-person-slug}","person","INST-ROUTE-EXPERT-DETAIL","TPL-EXPERT-DETAIL","HSD_UIR_B04_TPL_EXPERT_DETAIL_INST_ROUTE_EXPERT_DETAIL_STATE_HELD_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-EVIDENCE-DETAIL","VP-PUBLIC","MP-PUBLIC","Pattern-instance sheet uses anonymous structural labels until identity/consent/portrait rights exist","Verified profile and consented claims","Expert profile panel linked to canonical detail","Credentials/evidence; related content; Book","Identity role biography rights consent and approval","planned_pattern_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-TRUST","/trust","trust_collection","INST-ROUTE-TRUST","TPL-TRUST-COLLECTION","HSD_UIR_B04_TPL_TRUST_COLLECTION_INST_ROUTE_TRUST_STATE_HELD_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-EVIDENCE-COLLECTION","VP-PUBLIC","MP-PUBLIC","Reference separates requirements targets controls tests limits scope/date/owner and honest held state","Trust topic directory separating requirement control and evidence","Trust Center directory","Open topic; related services; Contact; Book","Only truthful scoped implemented or approved states","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-TRUST-DETAIL","/trust/{topic-slug}","trust_topic","INST-ROUTE-TRUST-DETAIL","TPL-TRUST-DETAIL","HSD_UIR_B04_TPL_TRUST_DETAIL_INST_ROUTE_TRUST_DETAIL_STATE_HELD_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-EVIDENCE-DETAIL","VP-PUBLIC","MP-PUBLIC","Pattern-instance sheet stress-tests scope/date/source/owner/legal-review and target-vs-control labels","Specific dated trust or policy topic","Trust evidence panel linked to canonical detail","Evidence; limitation; owner/review date; Contact; Book","Legal and security review where applicable","planned_pattern_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-ABOUT","/about","about","INST-ROUTE-ABOUT","TPL-PUBLIC-ABOUT","HSD_UIR_B02_TPL_PUBLIC_ABOUT_INST_ROUTE_ABOUT_STATE_HELD_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-DOCUMENT","VP-PUBLIC","MP-PUBLIC","Reference shows approved brand/approach with legal/history/size/office/person facts visibly held","Verified identity and operating-approach page","About/identity panel","Services; Trust; Contact; Book","No inferred history size office customer or award","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-CONTACT","/contact","contact","INST-ROUTE-CONTACT","TPL-PUBLIC-CONTACT","HSD_UIR_B05_TPL_PUBLIC_CONTACT_INST_ROUTE_CONTACT_STATE_CHANNEL_UNAVAILABLE_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-CONTACT","VP-INTERACTIVE","MP-INTERACTIVE","Reference reserves purpose/channel/consent/status/recovery without example address owner or SLA","Verified direct-help choices and contact route","Reception human-help panel","Book; available human help; verified contact method","Contacts consent privacy and failure route held","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
"ROUTE-BOOK","/book","booking","INST-ROUTE-BOOK","TPL-BOOKING-SHELL","HSD_UIR_B06_TPL_BOOKING_SHELL_INST_ROUTE_BOOK_STATE_BOOKING_STARTED_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-BOOKING","VP-INTERACTIVE","MP-INTERACTIVE","Route shell plus qualification verification availability review pending confirmation reschedule cancellation and failure evidence","Complete direct qualified-booking journey","Booking panel that opens same semantic booking flow","Qualify; verify email; select slot; confirm; recover","Mailbox calendar provider owner legal copy and policy held","planned_inactive_not_published","BP-NFR-006","TL-WARN-EXTEND"
"ROUTE-CREDITS","/credits","attribution","INST-ROUTE-CREDITS","TPL-PUBLIC-ABOUT","HSD_UIR_B02_TPL_PUBLIC_ABOUT_INST_ROUTE_CREDITS_STATE_HELD_VP_DESKTOP_MODE_STANDARD_STREAM_SEMANTIC_V01","SP-PUBLIC-DOCUMENT","VP-PUBLIC","MP-PUBLIC","Reference shows the attribution list structure with exact licence author and source facts visibly held","Complete attribution notice reachable from the footer in every delivery stream","Attribution panel that opens the same semantic notice","Return to the invoking route; open the source asset licence; About; Trust; Contact","Exact licence text author names and source URLs held to the asset provenance ledger","planned_inactive_not_published","BP-NFR-006","TL-NOT-APPLICABLE"
